,Molecule ChEMBL ID,Smiles
14784,CHEMBL505187,CCn1cc(-c2ccnc3[nH]ccc23)c(-c2cccc(NC(=O)Nc3ccc(OCc4ccccc4)cc3)c2)n1
14785,CHEMBL1909350,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl
14786,CHEMBL1909350,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(OCCNC)cc21.Cl
14787,CHEMBL1909388,CS(=O)(=O)CCNCc1ccoc1-c1ccc2ncnc(Nc3ccc(OCc4ccccc4)cc3)c2c1.Cl
14788,CHEMBL4439933,COc1cc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc(OC)c1
14789,CHEMBL1242292,Nc1ncnc2[nH]nc(-c3cccc(OCc4c(Cl)cccc4Cl)c3)c12
14790,CHEMBL1909373,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(=O)O)c4)cc3)ccc2[nH]1.Cl
14791,CHEMBL1909390,O=C(O)C(F)(F)F.[O-][S+]1CCN(Cc2ccc(-c3ccc4ncnc(Nc5ccc(OCc6cccc(F)c6)c(Cl)c5)c4c3)o2)CC1
14792,CHEMBL4787616,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3)nc3ccsc23)c1
14793,CHEMBL4789286,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(C#N)c3)nc3ccsc23)c1
14794,CHEMBL4757104,ClCCN(CCCl)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1
14795,CHEMBL1670,Clc1ccc(C(c2ccccc2Cl)C(Cl)Cl)cc1
14796,CHEMBL1794055,NS(=O)(=O)c1ccc(NC=C2C(=O)Nc3ccc4ncsc4c32)cc1
14797,CHEMBL247228,Nc1ncnc2occ(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12
14798,CHEMBL406375,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1
14799,CHEMBL230011,Nc1nc(N)c2nc(-c3cccc(O)c3)c(-c3cccc(O)c3)nc2n1
14800,CHEMBL1254523,COc1ccc(OC)c(Cc2cc3c(N(C)c4cccc(Br)c4)nc(N)nc3n2C)c1
14801,CHEMBL314146,CCc1ccc(/C=C2\C(=O)Nc3ccccc32)s1
14802,CHEMBL447230,COc1cc2ncnc(N(C)c3cccc(Br)c3)c2cc1OC
14803,CHEMBL366266,O=C1NC(=O)C(c2cn(CCCn3ccnc3)c3ccccc23)=C1Nc1ccccc1
14804,CHEMBL368891,Nc1ncnc2nn3ccccc3c12
14805,CHEMBL178265,CCOc1cc2ncc(C#N)c(Nc3ccc(Oc4ccncc4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
14806,CHEMBL3699608,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)C(C)(C)C)CC4)cc3OC)ncc2C(F)(F)F)c1
14807,CHEMBL1945649,Cc1ccc(C(=O)NS(=O)(=O)c2ccc(Cl)cc2)c(Cl)n1
14808,CHEMBL3699604,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(=O)OC)CC4)cc3OC)ncc2C(F)(F)F)c1
14809,CHEMBL4225565,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1
14810,CHEMBL4225306,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCCC5)c4n3)cc2)CC1
14811,CHEMBL1173655,CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@H]1CCOC1
14812,CHEMBL4087489,C1=CC2=C(Cc3nnc(Cc4nc5ccccc5[nH]4)o3)CNC2C=C1
14813,CHEMBL4757104,ClCCN(CCCl)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1
14814,CHEMBL3699619,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)OC(C)(C)C)CC4)cc3OC)ncc2Cl)c1
14815,CHEMBL3354183,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)ccn2)nc(N[C@@H](C)CO)n1
14816,CHEMBL4782900,COc1ccc(-c2c3c4cc(O)c(OCCCN(C)C)cc4[nH]c(=O)c3n3ccc4cc(O)c(OC)cc4c23)cc1O.O=C(O)C(F)(F)F
14817,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
14818,CHEMBL4225565,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n([C@H]5CC[C@H](O)CC5)c4n3)cc2)CC1
14819,CHEMBL4226151,CN1CCN(c2ccc(Nc3ncc4nc(Sc5ccccc5)n(C5CCOCC5)c4n3)cc2)CC1
14820,CHEMBL3827852,COc1cccc(CNc2ncnc3ccc(-c4cnn(C)c4)cc23)c1
14821,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
14822,CHEMBL3785393,C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]ccc23)[C@@H](C(F)(F)F)C1
14823,CHEMBL4290750,CCOC(=O)c1ccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)cc1
14824,CHEMBL4225951,CN1CCN(c2ccc(Nc3ncc4nc([S+]([O-])c5ccccc5)n(C5CCCC5)c4n3)cc2)CC1
14825,CHEMBL4226937,CN(C)CCOc1ccc(Nc2ncc3nc(Sc4cccc(F)c4)n(C4CCOCC4)c3n2)cc1
14826,CHEMBL4246256,Oc1cccc(Nc2nnnc3sc4c(c23)CCC4)c1
14827,CHEMBL3647967,C=CC(=O)N[C@H]1CC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1
14828,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
14829,CHEMBL3394469,Nc1n[nH]c2cccc(-c3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)c12
14830,CHEMBL1957190,CC(C)n1c2c(c3c1-c1ccccc1C3=O)C(=O)CCC2
14831,CHEMBL6246,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23
14832,CHEMBL4780534,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(OC)cc3)nc3c2CSCC3)c1
14833,CHEMBL408732,COc1ccc(-c2ccc3c(NC(=O)C4CC4)n[nH]c3n2)cc1
14834,CHEMBL468,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1
14835,CHEMBL365297,Fc1ccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)cc1
14836,CHEMBL17157,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
14837,CHEMBL1203936,COc1cc2ncnc(Nc3cc(F)cc(C(F)(F)F)c3)c2cc1OC.Cl
14838,CHEMBL1909405,CN(C)CCCNc1nccc(-c2c(-c3ccc(F)cc3)nn3cc(C(F)(F)F)ccc23)n1.CS(=O)(=O)O
14839,CHEMBL236383,CC(C)(C)Nc1c(C#N)cnc2cnc(NCc3cccnc3)cc12
14840,CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
14841,CHEMBL527,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O
14842,CHEMBL90555,CC[C@]1(O)C[C@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C=O)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1
14843,CHEMBL1789962,COc1cc(C=NNc2ncnc3c2cnn3Cc2ccccc2)ccc1O
14844,CHEMBL493326,COc1ccc2ncn(-c3cc(O[C@H](C)c4ccccc4Cl)c(C(N)=O)s3)c2c1
14845,CHEMBL1242286,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br
14846,CHEMBL1242657,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1
14847,CHEMBL2029436,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
14848,CHEMBL3582461,FC(F)(F)c1ccc2c(c1)nc(-c1cccnc1)n2C1CC1
14850,CHEMBL1164526,CN1CCN(c2ccc(NC(=O)c3ccc4c(c3)/C(=C3/Nc5ccccc5C3=O)C(=O)N4)cc2)CC1
14851,CHEMBL2031299,O=C(CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
14852,CHEMBL2031311,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)CCN(C)C
14853,CHEMBL365286,CCn1c(-c2nonc2N)nc2ccccc21
14854,CHEMBL405021,O=C(Nc1n[nH]c2cc(-c3ccccc3)ccc12)C1CC1
14855,CHEMBL357803,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(Br)cc32)c(C)c1CCC(=O)O
14856,CHEMBL1094408,COc1ccc(N2CCN(C)CC2)cc1Nc1ncc2c(n1)-c1c(c(C(N)=O)nn1C)CC2
14857,CHEMBL215152,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
14858,CHEMBL101253,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1
14859,CHEMBL1231124,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1
14860,CHEMBL4763697,O=C(Nc1cc2c(Nc3ccc(F)cc3)ncnc2cc1OCCCN1CCOCC1)c1cc([N+](=O)[O-])ccc1F
14861,CHEMBL1944641,Cc1ccc(-n2c(SCC(=O)Nc3ccccc3Cl)nc3sc(C)c(C)c3c2=O)cc1
14862,CHEMBL4797743,CN(C)CCCN1CCc2c(sc3ncnc(Nc4ccc(N(C)C)c(NC(=O)c5ccco5)c4)c23)C1
14863,CHEMBL1934303,CCCC(=O)Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1
14864,CHEMBL1934305,C=CC(=O)Oc1cccc(-c2nc(N3CCOCC3)c3cc4ncccc4n3n2)c1
14865,CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1
14867,CHEMBL3264002,CNS(=O)(=O)Nc1nccc(Cc2c(C)c3ccc(Oc4ncccn4)cc3oc2=O)c1F
14868,CHEMBL2219422,Cn1ncc(Cl)c1-c1cc(C(=O)N[C@H](CN)Cc2cccc(F)c2)sc1Cl
14869,CHEMBL1289601,COc1cc2nccc(Oc3ccc(NC(=O)NC4CC4)c(Cl)c3)c2cc1C(N)=O
14870,CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F
14871,CHEMBL2396661,Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1
14872,CHEMBL2029426,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccccc4)nc32)c1
14873,CHEMBL179453,CCS(=O)(=O)c1ccc(OC)c(Nc2ncc(-c3ccccc3Cl)o2)c1
14874,CHEMBL2031304,CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1
14875,CHEMBL249697,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1
14876,CHEMBL249697,Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1
14877,CHEMBL1909363,CCn1c(-c2nonc2N)nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc21.Cl
14878,CHEMBL592139,O=C1CSC(N/N=C/c2cccc(Cl)c2)=N1
14879,CHEMBL271594,CC(C)c1ccc2c(c1)NC(=O)/C2=N/Nc1ccc(S(N)(=O)=O)cc1
14880,CHEMBL1164067,CCOC(=O)c1cc2cc(Nc3ncnc4cc(OCCCN5CCCCC5)c(OC)cc34)ccc2s1
14881,CHEMBL2031308,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1
14882,CHEMBL2032376,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
14883,CHEMBL2029431,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC(C)C)nc32)c1
14884,CHEMBL384067,COc1cc2c(cc1OC)Oc1ncnc(Oc3cccc(Br)c3)c1N(C)C2
14885,CHEMBL3425658,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc(Cl)c(Oc2cccc(NC(=O)/C(C#N)=C/c3cccc([N+](=O)[O-])c3)c2)n1
14886,CHEMBL487254,N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21
14887,CHEMBL514499,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC
14888,CHEMBL384042,COc1cc2c(cc1OC)Sc1nc(C)nc(Nc3ccc4c(c3)CN=N4)c1NC2
14889,CHEMBL3,CN1CCC[C@H]1c1cccnc1
14890,CHEMBL215152,CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1
14891,CHEMBL3950746,COc1cc(N2CCN(CCS(C)(=O)=O)CC2)c(Cl)cc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
14892,CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1
14893,CHEMBL3982596,COc1cc(N2CCC(N3CCCCC3)CC2)c(C)cc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
14894,CHEMBL176078,CCN(Cc1ccccc1)c1nc(O)nc(Nc2ccc3ncsc3c2)n1
14895,CHEMBL1909378,Cl.NC(=O)c1ccc(-c2nc(-c3ccccn3)c(-c3ccc4c(c3)OCO4)[nH]2)cc1
14896,CHEMBL1909361,CN(c1ccc(NC(=O)NCCN2CCOCC2)cc1)c1ccnc(Nc2ccc(CS(C)(=O)=O)cc2)n1.Cl
14898,CHEMBL604483,COc1cc2c(Oc3ccc(-c4nc5ccccc5s4)cc3F)ncnc2cc1OCCCN1CCN(C)CC1
14899,CHEMBL3920583,O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO
14900,CHEMBL3932707,COc1cc(N2CCN(CCS(C)(=O)=O)[C@@H](C(C)C)C2)ccc1Nc1nccc(-c2c(-c3ccc(OC)c(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
14901,CHEMBL3628812,Clc1ccc(Nc2ncc3c(n2)-c2ccccc2SC3)cc1
14902,CHEMBL404,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O
14903,CHEMBL379218,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccccc4)c3)cc12
14904,CHEMBL4212326,C=CC(=O)N[C@H]1CCN(c2nc(Nc3cnn(C)c3)c3ncn(C(C)C)c3n2)C1
14906,CHEMBL1395,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
14907,CHEMBL1957498,CS(=O)(=O)N1CCN(Cc2nc3c(N4CCOCC4)nc(-c4cccc5[nH]ncc45)cn3c2Br)CC1
14910,CHEMBL3937160,COc1cc(N2CCN(C3CCN(CCF)CC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
14911,CHEMBL3954082,CCOc1ccc(-c2nc3ccccn3c2-c2ccnc(Nc3cc(C)c(N4CCN(CCOC)CC4)cc3OC)n2)cc1C(=O)Nc1c(F)cccc1F
14912,CHEMBL3947574,COc1cc(N2CCC(N3CCN(S(C)(=O)=O)CC3)CC2)c(C)cc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
14913,CHEMBL3970399,O=S(=O)(Nc1nccs1)c1ccc(Nc2nncc3ccccc23)cc1
14914,CHEMBL261129,CN1CCC(C(=O)Nc2n[nH]c3nc(-c4ccc(O)cc4)c(Br)cc23)CC1
14915,CHEMBL114728,CCOc1cc2ncc(C#N)c(Nc3cccc(Br)c3)c2cc1NC(=O)/C=C/CN(C)C
14916,CHEMBL458438,COc1cc(N2CCN(C(C)C)CC2)ccc1Nc1nc(Nc2cccc3ncccc23)c2cc[nH]c2n1
14917,CHEMBL1761940,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)cc3)c2cc1OC
14918,CHEMBL1909412,Cl.NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1
14920,CHEMBL3982710,COc1cc(Nc2ncnc3ccc(-c4cn(CCCCCCC(=O)NO)nn4)cc23)ccc1Oc1ccccc1
14921,CHEMBL3896404,CC(C)COc1cc(N2CCC(N3CCCCC3)CC2)ccc1Nc1nccc(-c2c(-c3cccc(C(=O)Nc4c(F)cccc4F)c3)nc3ccccn23)n1
14922,CHEMBL972,C#CCN(C)[C@H](C)Cc1ccccc1
14923,CHEMBL52765,Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
14924,CHEMBL1278148,COc1cc2ncnc(Oc3ccc(F)c(Cl)c3)c2cc1OC
14925,CHEMBL1278149,COc1cc2ncnc(Oc3ccc(Br)c(F)c3)c2cc1OC
14926,CHEMBL1093100,Cc1ccc(Sc2cccc3[nH]c4nc(N)nc(N)c4c23)cc1
14927,CHEMBL362155,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1
14928,CHEMBL3402862,CCOC(=O)CCCOc1ccc(/C=C/C(=O)/C(CCC(=O)OCC)=C(O)/C=C/c2ccc(OCCCC(=O)OCC)c(OC)c2)cc1OC
14929,CHEMBL1928293,C#Cc1cccc(Nc2ncnc3sc(C(=O)c4cc5ccccc5[nH]4)cc23)c1
14930,CHEMBL2029434,C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
14931,CHEMBL488025,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1
14932,CHEMBL1148,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1
14933,CHEMBL399410,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4)n3C)ccc2c1
14934,CHEMBL1164181,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3Cl)CCN4)cn2)CC1
14935,CHEMBL1164181,CN1CCN(c2ccc(-c3cnc4c(c3)N(Cc3cc(Cl)ccc3Cl)CCN4)cn2)CC1
14936,CHEMBL3974421,Cc1c(Nc2nccc(-c3c(-c4cccc(C(=O)Nc5c(F)cccc5F)c4)nc4ccccn34)n2)cccc1OCCN(C)C
14937,CHEMBL1349,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
14938,CHEMBL399410,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4)n3C)ccc2c1
14939,CHEMBL399410,COc1ccc2cc(-c3c(-c4ccncc4)nc(-c4ccc([S+](C)[O-])cc4)n3C)ccc2c1
14940,CHEMBL1928291,O=C(c1cc2ccccc2[nH]1)c1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1
14941,CHEMBL3263374,O=C1CSC(N2N=C(c3ccccc3)CC2c2ccc3ccccc3c2)=N1
14942,CHEMBL1914461,Br.Oc1ccc(-c2cc3c(NCc4ccccc4)ncnc3[nH]2)cc1
14943,CHEMBL3989970,C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F
14944,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1
14945,CHEMBL4549542,CN1CCN(C/C=C/C(=O)N2CCOc3cc4ncnc(Nc5ccc(F)c(Cl)c5)c4cc32)CC1
14946,CHEMBL38737,CC(=N)S
14947,CHEMBL362155,FC(F)(F)c1cccc(-c2nn3ncccc3c2-c2ccnc(Nc3ccc4c(c3)OCCO4)n2)c1
14948,CHEMBL1945446,O=C(NS(=O)(=O)c1ccc(F)cc1)c1cncc(Br)c1
14949,CHEMBL2031307,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C
14951,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
14952,CHEMBL1173457,Cc1ccc(C2=NN(C(N)=S)C(c3ccc(Br)cc3)C2)cc1C
14953,CHEMBL213007,COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(S(C)(=O)=O)CC1
14954,CHEMBL1909370,COC(=O)Nc1nc2cc(Oc3ccc(NC(=O)Nc4cccc(Br)c4)cc3)ccc2[nH]1.Cl
14955,CHEMBL221886,CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O
14956,CHEMBL205089,COc1cc2ncnc(Oc3ccc(NC(=O)NC4CCCCC4)cc3)c2cc1OC
14957,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
14958,CHEMBL3353410,C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C
14959,CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C
14960,CHEMBL1761932,CCOC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1
14961,CHEMBL1276893,COc1ccc(NC(=O)Nc2cccc(N(C)c3ncnc4cc(OC)c(OC)cc34)c2)cc1
14962,CHEMBL4295160,CCOC(=O)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1
14963,CHEMBL4291471,CC(=O)Nc1ccc(-c2cc3c(Nc4ccc(Oc5cccc(C(F)(F)F)c5)c(Cl)c4)ncnc3s2)cc1
14964,CHEMBL205765,CC(=O)Nc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
14965,CHEMBL4160083,COc1cccc(C(=O)Nc2cccc(Nc3ncnc4c3Cc3ccccc3N4)c2)c1
14966,CHEMBL1413,Cc1cc(C2CCCCC2)n(O)c(=O)c1
14967,CHEMBL300138,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
14968,CHEMBL83668,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1
14969,CHEMBL337027,CO[C@H]1[C@@H](N(C)C(=O)CCC(=O)O)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
14970,CHEMBL338449,CO[C@H]1[C@@H](N(C)C(=O)OC(C)(C)C)C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4
14971,CHEMBL2029442,COc1cc(N2CCN(C)CC2)ccc1Nc1ncc2c(n1)N(c1cccc(N)c1)C(=O)N(C)C2
14972,CHEMBL1909349,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(O[C@@H](CN)c3ccccc3)cc21.O=C(O)C(F)(F)F
14973,CHEMBL1958209,O=C1CSC(N2N=C(c3ccc(Br)cc3)CC2c2ccc(Br)cc2)=N1
14974,CHEMBL185238,Cc1cccc(-c2n[nH]cc2-c2ccc3ncccc3n2)n1
14975,CHEMBL1909412,Cl.NCc1ccc(-c2nc(-c3ccc(Cl)c(O)c3)c(-c3ccncc3)[nH]2)cc1
14976,CHEMBL2032379,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCOCC5)cc4OC)nc32)c1
14977,CHEMBL2029429,C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1
14978,CHEMBL2031307,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C
14979,CHEMBL2012902,O=C(NOCCO)c1c(Nc2ccc(I)cc2F)c(F)c(=O)n2c1CCC2
14980,CHEMBL373101,COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCN(C)CC5)cn4)sc23)c(Cl)cc1Cl
14981,CHEMBL1241473,COc1cc(Nc2ncc([N+](=O)[O-])c(Nc3ccccc3C(N)=O)n2)cc(OC)c1OC
14983,CHEMBL3604920,C=CC(=O)Nc1ccccc1Oc1nc(Nc2cc(C)[nH]n2)cc(N2CCN(C)CC2)n1
14984,CHEMBL2031306,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)c(C#N)cnc2cc1OCC
14986,CHEMBL3604910,CCC(=O)Nc1ccc2c(Nc3cc[nH]n3)nc(-c3ccccc3)nc2c1
14987,CHEMBL2029436,C=CC(=O)Nc1cccc(N2C(=O)N(c3ccccc3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1
14988,CHEMBL4787616,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3)nc3ccsc23)c1
14989,CHEMBL299622,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1
14990,CHEMBL3699583,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3OC)ncc2Cl)c1
14991,CHEMBL592710,O=C(Nc1ccccc1Cl)c1ccc(N(CCCl)CCCl)cc1
14992,CHEMBL589119,CCCCN(CCCC)C(=O)c1ccc(N(CCCl)CCCl)cc1
14993,CHEMBL326318,COc1cc(/C=C(\C#N)C(N)=O)cc(CSCc2ccccc2)c1O
14994,CHEMBL251123,CCOc1cc2ncnc(/C=C/CCCc3ccccc3)c2cc1OCC
14995,CHEMBL3085377,CCN(CC)[C@@](C)(C#Cc1ncnc2cc(OC)c(OC)cc12)c1ccccc1
14996,CHEMBL327023,N#Cc1cnc2ccc(NC(=O)C#CCN3CCSCC3)cc2c1Nc1cccc(Br)c1
14997,CHEMBL2070192,Brc1cccc(Nc2ncnc3ccc(NCc4ccc5c(c4)OCCO5)cc23)c1
