Molecule ChEMBL ID,Standard Value,Calculated pChEMBL,index,Smiles
CHEMBL4459409,41.0,7.39,299,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3cnn(CC(=O)N(C)C)c3)ccc2n1
CHEMBL4460133,27700.0,4.56,585,COc1cccc(/C=C2\NC(=S)N(/C=C3/C(=O)Oc4ccccc4C3=O)C2=O)c1O
CHEMBL4460195,3.0,8.52,578,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@H](C(=O)N(C)CC(C)(C)O)CC1
CHEMBL4460443,24.0,7.62,625,CC(=O)N1CCC(c2cc(C)c3nc(C)nc(N[C@H](C)c4cccc(C)c4)c3c2)CC1
CHEMBL4460510,9.0,8.05,508,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2C)c2cc([C@]3(O)CC[C@@H](O)CC3)ccc2n1
CHEMBL4460996,38.0,7.42,161,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C4(O)COC4)c3)c2cc1O[C@H]1CCOC1
CHEMBL4461311,4.0,8.4,240,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)[C@H]4CCOC4)CC3)ccc2n1
CHEMBL4462016,13.0,7.89,468,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1O[C@H]1CCN(C(C)=O)C1
CHEMBL4462383,3.0,8.52,629,CCN(C)C(=O)[C@H]1CC[C@H](c2ccc3nc(C)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4462643,11.0,7.96,210,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C3CCN(CC(=O)N(C)C)CC3)ccc2n1
CHEMBL4462950,4.0,8.4,191,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)C)CC3)cc(C)c2n1
CHEMBL4463184,36.0,7.44,209,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc([C@H]4CC[C@H](C(=O)N5CC(C#N)C5)CC4)cc23)c1
CHEMBL4463205,6.0,8.22,217,CC(=O)N1CC[C@H](Oc2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2F)C1
CHEMBL4464090,8.0,8.1,89,CONC(=O)CC(C)c1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)nc(C)nc2cc1C
CHEMBL4464802,7.0,8.15,126,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1[C@]1(O)CC[C@@H](C(=O)N(C)CCO)CC1
CHEMBL4465268,12.0,7.92,280,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C)c3)c2cc1C1CCN(C(C)=O)CC1
CHEMBL4465802,2.0,8.7,461,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1[C@H]1CC[C@H](C(=O)N2CCOCC2)CC1
CHEMBL4466264,43.0,7.37,405,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](O)CC3)ccc2n1
CHEMBL4466637,46.0,7.34,635,Cc1cccc([C@@H](C)Nc2nc(C)nc3cc(C)c(C4CCNCC4)cc23)c1
CHEMBL4466752,7.0,8.15,348,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)CCO)CC3)ccc2n1
CHEMBL4467079,8.0,8.1,366,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N4CCN(C)CC4)CC3)cc(C)c2n1
CHEMBL4467456,7.0,8.15,455,COc1c(C2(O)CCN(C(C)=O)CC2)cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3F)nc(C)nc2c1C
CHEMBL4467575,34.0,7.47,411,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1[C@H]1CC[C@@H](C(=O)N(C)C)CC1
CHEMBL4467720,18.0,7.74,648,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C4(O)COC4)c3)c2cc1C1CCN(C(C)=O)CC1
CHEMBL4467754,24.0,7.62,579,Cc1nc(N[C@H](C)c2cccc(Cl)c2F)c2cc(C3=CCNCC3)ccc2n1
CHEMBL4467937,34.0,7.47,488,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C4(O)COC4)c3)c2cc1C1=CCN(C(C)=O)CC1
CHEMBL4468458,19.0,7.72,466,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N4CC(F)C4)CC3)ccc2n1
CHEMBL4469357,2.0,8.7,81,COCC(=O)N1CCC(c2ccc3nc(C)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4469774,7.0,8.15,615,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(-c3cc4n(n3)CCC(=O)N4)ccc2n1
CHEMBL4470459,18.0,7.74,509,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C)c3)c2cc1C1CCS(=O)(=O)CC1
CHEMBL4470485,48.0,7.32,260,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(-c4ccn(CC(=O)O)c(=O)c4)cc23)c1
CHEMBL4470667,13.0,7.89,196,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1-c1ccc(=O)n(C(C)C)c1
CHEMBL4471328,7.0,8.15,157,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)C[C@@H](C)O)CC3)ccc2n1
CHEMBL4471363,34.0,7.47,743,COCC(=O)N1CCC(n2cc(-c3ccc4nc(C)nc(N[C@H](C)c5cccc(C)c5)c4c3)cn2)CC1
CHEMBL4471555,2.0,8.7,506,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1C1CCN(C(C)=O)CC1
CHEMBL4471945,18.0,7.74,622,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc([C@H]4CC[S@](=N)(=O)CC4)cc23)c1
CHEMBL4472469,11.0,7.96,300,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(C3=CCS(=O)(=O)CC3)cc(C)c2n1
CHEMBL4473214,36.0,7.44,457,Cc1cccc([C@@H](C)Nc2nc(C)nc3cc(C)c(-c4ccc(=O)n(C)c4)cc23)c1
CHEMBL4473906,8.0,8.1,235,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3F)c2cc1-c1ccc(=O)n(C)c1
CHEMBL4474106,21.0,7.68,478,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1C(C)CC(=O)NC1CC1
CHEMBL4474160,2.0,8.7,597,COCCN(C)C(=O)[C@H]1CC[C@H](c2ccc3nc(C)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4474187,29.0,7.54,272,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(-c4ccc(=O)[nH]c4)cc23)c1
CHEMBL4474479,3.0,8.52,258,COCC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2C)CC1
CHEMBL4475185,30.0,7.52,215,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C)c3)c2cc1O[C@H]1CCN(C(C)=O)C1
CHEMBL4475551,2.0,8.7,279,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3F)c2cc1C1CCN(C(C)=O)CC1
CHEMBL4475971,15300.0,4.82,698,O=C(O)c1ccccc1-c1c2ccccc2cc2c1ccc1ccccc12
CHEMBL4476158,43500.0,4.36,749,O=C(O)c1cc2c3c(c1)C1CCCCC1CN3C(c1ccccc1)C1CC=CC21
CHEMBL4476263,3.0,8.52,621,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(C3CCS(=O)(=O)CC3)ccc2n1
CHEMBL4476562,2.0,8.7,627,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1C1=CCN(C(C)=O)CC1
CHEMBL4476563,48.0,7.32,634,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3cnn(C4CCNCC4)c3)ccc2n1
CHEMBL4476673,26.0,7.59,154,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(-c4ccc(=O)n(CC(=O)N(C)C)c4)cc23)c1
CHEMBL4483763,10.0,8.0,599,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1[C@]1(O)CC[C@@H](O)CC1
CHEMBL4513254,3.0,8.52,745,COCCN(C)C(=O)[C@H]1CC[C@H](c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2OC)CC1
CHEMBL4513298,27.0,7.57,484,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2F)c2cc([C@]3(O)CC[C@H](O)CC3)ccc2n1
CHEMBL4514294,11.0,7.96,487,CC(=O)N1CC=C(c2ccc3nc(C)nc(N[C@H](C)c4cccc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4515045,43.0,7.37,486,COc1cc(-c2cc3c(N[C@H](C)c4cccc(C(F)(F)F)c4)nc(C)nc3cc2OC)ccc1C(=O)N(C)C
CHEMBL4515122,35.0,7.46,482,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1-c1ccc(C(=O)N(C)C)cn1
CHEMBL4515975,2.0,8.7,623,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1[C@H]1CC[C@H](C(=O)N(C)C)CC1
CHEMBL4516767,25.0,7.6,277,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc([C@H]4CC[C@H](C(=O)N5CCC(O)C5)CC4)cc23)c1
CHEMBL4517368,20.0,7.7,84,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C3(O)CCS(=O)(=O)CC3)ccc2n1
CHEMBL4517475,32.0,7.49,285,COC1CN(C(=O)[C@H]2CC[C@H](c3ccc4nc(C)nc(N[C@H](C)c5cccc(C(F)(F)F)c5)c4c3)CC2)C1
CHEMBL4517853,8.0,8.1,632,CC(=O)N1CCC(O)(c2cc(C)c3nc(C)nc(N[C@H](C)c4cccc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4517886,6.0,8.22,456,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3F)c2cc1[C@]1(O)CC[C@@H](O)CC1
CHEMBL4518543,9.0,8.05,261,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1C1CCN(C(C)=O)CC1
CHEMBL4519023,5.0,8.3,287,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1
CHEMBL4519580,11.0,7.96,754,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C3CCN(CC(=O)O)CC3)ccc2n1
CHEMBL4519925,2.0,8.7,407,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@H](C(=O)N(C)C[C@@H](C)O)CC1
CHEMBL4521039,41.0,7.39,390,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1[C@]1(O)CC[C@H](C(=O)N(C)C[C@H](C)O)CC1
CHEMBL4521440,48600.0,4.31,529,O=C1Oc2ccccc2C(=O)/C1=C\N1C(=O)/C(=C/c2ccccc2O)NC1=S
CHEMBL4524148,21.0,7.68,265,COCC(=O)N1CCC(c2cc(C)c3nc(C)nc(N[C@H](C)c4cccc(C)c4)c3c2)CC1
CHEMBL4524303,22.0,7.66,483,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C3CCNCC3)ccc2n1
CHEMBL4524954,14.0,7.85,757,CC(=O)N1CCC(O)(c2ccc3nc(C)nc(N[C@H](C)c4cccc(C)c4)c3c2)CC1
CHEMBL4528578,23.0,7.64,410,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C3(O)CCN(C(=O)N(C)C)CC3)ccc2n1
CHEMBL4528666,10.0,8.0,544,CNC(=O)CC(C)c1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)nc(C)nc2cc1C
CHEMBL4529467,2.0,8.7,752,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1C1=CCC(C(=O)N(C)C)CC1
CHEMBL4530195,10800.0,4.97,242,CC1=CC(=O)/C(=C/N2C(=O)/C(=C/c3cccc(O)c3)SC2=S)C(=O)O1
CHEMBL4532163,2.0,8.7,278,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1C1CCN(C(C)=O)CC1
CHEMBL4533406,6.0,8.22,714,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(C)c3)ccc2n1
CHEMBL4533487,27.0,7.57,200,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc([C@]3(O)CC[C@H](C(=O)N(C)C)CC3)ccc2n1
CHEMBL4533661,24.0,7.62,237,CC(=O)N1CCC(c2cc3c(N[C@H](C)c4cccc(C)c4)nc(C)nc3cc2C)CC1
CHEMBL4534063,38600.0,4.41,699,O=C(O)c1cc2c3c(c1)C1C=CCC1C(c1ccc(Cl)cc1)N3CC1CC=CC21
CHEMBL4534547,10.0,8.0,460,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)[C@H]4CCOC4)CC3)ccc2n1
CHEMBL4534957,3.0,8.52,214,COCC(=O)N1CC=C(c2ccc3nc(C)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4535446,83600.0,4.08,406,COc1ccc(/C=C2\NC(=S)N(/C=C3/C(=O)Oc4ccccc4C3=O)C2=O)cc1OC
CHEMBL4535743,3781.1666666666665,5.42,192,O=C(O)c1ccccc1-c1c2ccc3cc(O)ccc3c2oc2c1ccc1cc(=O)ccc12
CHEMBL4535780,49900.0,4.3,243,NC(=O)C(=CN1C(=O)/C(=C/c2ccc([N+](=O)[O-])cc2)SC1=S)C(N)=O
CHEMBL4536359,6.0,8.22,86,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1-c1cnn(CC(=O)N(C)C)c1
CHEMBL4537816,53200.0,4.27,747,COc1ccccc1/C=C1\NC(=S)N(/C=C2/C(=O)Oc3ccccc3C2=O)C1=O
CHEMBL4539190,3.0,8.52,149,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(C3CCN(C(=O)CN(C)C)CC3)ccc2n1
CHEMBL4539333,18.0,7.74,454,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(-c4cc5n(n4)CCC(=O)N5)cc23)c1
CHEMBL4540165,26.0,7.59,391,CC(=O)O[C@H]1CC[C@](O)(c2ccc3nc(C)nc(N[C@H](C)c4cccc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4540213,2.0,8.7,409,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N4CCOCC4)CC3)ccc2n1
CHEMBL4540709,3.0,8.52,740,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1O[C@@H]1CCOC1
CHEMBL4541022,8.0,8.1,262,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)C[C@H](C)O)CC3)ccc2n1
CHEMBL4541237,4.0,8.4,109,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1-c1ccc(C(=O)N(C)CCO)nc1
CHEMBL4541856,47.0,7.33,543,COc1cc2nc(C)nc(N[C@H](C)c3cccc(S(C)(=O)=O)c3)c2cc1O[C@H]1CCOC1
CHEMBL4541922,4.0,8.4,85,COCC(=O)N1CCC(O)(c2cc3c(N[C@H](C)c4cccc(C(F)(F)F)c4F)nc(C)nc3cc2OC)CC1
CHEMBL4544247,9.0,8.05,264,CCn1cc(-c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2OC)ccc1=O
CHEMBL4545115,5.0,8.3,614,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)[C@@H]4CCOC4)CC3)ccc2n1
CHEMBL4545778,3.0,8.52,276,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)C[C@@H](C)O)CC3)ccc2n1
CHEMBL4545944,4.0,8.4,414,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2cc1C1(O)CCN(C(C)=O)CC1
CHEMBL4546191,4.0,8.4,505,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(C)c3)c(C)cc2n1
CHEMBL4546387,8.0,8.1,685,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(-c3cnn(CC(=O)N(C)C)c3)ccc2n1
CHEMBL4546881,7.0,8.15,239,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@H](C(=O)N(C)C)CC1
CHEMBL4547816,38.0,7.42,481,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@@H](C(=O)N(C)C)CC1
CHEMBL4547916,45300.0,4.34,528,O=C1Oc2ccccc2C(=O)/C1=C\N1C(=O)/C(=C/c2ccccc2)NC1=S
CHEMBL4548261,38.0,7.42,2,CNC(=O)CC(C)c1ccc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3)c2c1
CHEMBL4550237,20.0,7.7,151,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(C4CCS(=N)(=O)CC4)cc23)c1
CHEMBL4550683,38.0,7.42,507,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(C4CCNCC4)cc23)c1
CHEMBL4550769,2.0,8.7,283,COCCN1CCN(C(=O)[C@H]2CC[C@H](c3ccc4nc(C)nc(N[C@H](C)c5cc(N)cc(C(F)(F)F)c5)c4c3)CC2)CC1
CHEMBL4551314,16100.0,4.79,748,CCCCCC1CCN2c3c1cc(C(=O)O)cc3C1C=CCC1C2c1ccc(Br)cc1
CHEMBL4551407,3.0,8.52,387,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1O[C@H]1CCOC1
CHEMBL4551748,5.0,8.3,448,CCn1ccc(-c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2C)cc1=O
CHEMBL4552865,10.0,8.0,212,Cc1cccc([C@@H](C)Nc2nc(C)nc3cc(C)c(C4CCN(CC(=O)O)CC4)cc23)c1
CHEMBL4552956,3.0,8.52,275,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)CCO)CC3)ccc2n1
CHEMBL4552980,17.0,7.77,211,CC(=O)N1CCC(c2ccc3nc(C)nc(N[C@H](C)c4cccc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4554249,2.0,8.7,347,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)C)CC3)c(C)cc2n1
CHEMBL4554806,8.0,8.1,236,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2F)c2cc([C@]3(O)CC[C@@H](O)CC3)ccc2n1
CHEMBL4555192,2.0,8.7,233,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3F)c2cc1C1(O)CCN(C(C)=O)CC1
CHEMBL4555880,7.0,8.15,269,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)C)CC3)ccc2n1
CHEMBL4557066,9.0,8.05,756,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)[C@@H]4CCOC4)CC3)ccc2n1
CHEMBL4557299,9.0,8.05,388,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(-c3ccc(=O)[nH]c3)ccc2n1
CHEMBL4557571,49.0,7.31,255,COCCN(C)C(=O)[C@H]1CC[C@@H](c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2OC)CC1
CHEMBL4557641,2.0,8.7,40,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1[C@H]1CC[C@H](C(=O)N2CCN(C)CC2)CC1
CHEMBL4558099,22.0,7.66,281,Cc1cccc([C@@H](C)Nc2nc(C)nc3cc(C)c(C4CCN(C(C)C)CC4)cc23)c1
CHEMBL4558440,39800.0,4.4,542,O=C(O)c1cc2c3c(c1)C1C=CCC1C(c1cccc([N+](=O)[O-])c1)N3CC1CC=CC21
CHEMBL4561153,16.0,7.8,545,CONC(=O)CC(C)c1cc2c(N[C@H](C)c3cccc(C(F)(F)F)c3)nc(C)nc2cc1OC
CHEMBL4561259,25000.0,4.6,244,O=[N+]([O-])c1ccccc1/C=C/C=C1c2ccccc2-c2ccccc21
CHEMBL4561965,22.0,7.66,470,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(C4CC[S+]([O-])CC4)cc23)c1
CHEMBL4562224,23.0,7.64,346,CC(=O)N1CCC2(CC1)CC(O)(c1ccc3nc(C)nc(N[C@H](C)c4cccc(C(F)(F)F)c4)c3c1)C2
CHEMBL4563461,8.0,8.1,127,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](O)CC3)ccc2n1
CHEMBL4563866,12.0,7.92,446,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C(C)CC(=O)NC3CC3)c(C)cc2n1
CHEMBL4564198,40.0,7.4,82,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(CC(N)=O)c3)ccc2n1
CHEMBL4564282,20.0,7.7,238,COCC(=O)N1CCC(c2cc3c(N[C@H](C)c4cccc(C)c4)nc(C)nc3cc2OC)CC1
CHEMBL4564552,18.0,7.74,267,COCCN1CCN(C(=O)[C@H]2CC[C@@H](c3cc4c(N[C@H](C)c5cc(N)cc(C(F)(F)F)c5F)nc(C)nc4cc3OC)CC2)CC1
CHEMBL4565777,5.0,8.3,628,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@H](C(=O)N(C)CCO)CC1
CHEMBL4565839,42.0,7.38,301,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(C(C)CC(=O)NCC(F)(F)F)c(C)cc2n1
CHEMBL4567663,39.0,7.41,163,Cc1nc(N[C@H](C)c2cccc(Cl)c2)c2cc(C3=CCNCC3)ccc2n1
CHEMBL4570224,30.0,7.52,199,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3cc4n(n3)CCC(=O)N4)ccc2n1
CHEMBL4571098,3.0,8.52,125,COc1cc2nc(C)nc(N[C@H](C)c3cccc(C(F)(F)CO)c3)c2cc1C1CCOCC1
CHEMBL4571606,7.0,8.15,755,COCCN1CCN(C(=O)[C@H]2CC[C@@H](c3ccc4nc(C)nc(N[C@H](C)c5cc(N)cc(C(F)(F)F)c5)c4c3)CC2)CC1
CHEMBL4571785,25.0,7.6,633,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(C)c3)c(C)cc2n1
CHEMBL4572076,5.0,8.3,598,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3F)c2cc1O[C@H]1CCOC1
CHEMBL4572414,5.0,8.3,449,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N4CCN(C)CC4)CC3)cc(C)c2n1
CHEMBL4572664,6.0,8.22,263,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc(C3CCS(=O)(=O)CC3)cc(C)c2n1
CHEMBL4572787,6.0,8.22,216,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@@H]1CCOC1
CHEMBL4572922,35.0,7.46,232,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3F)c2cc1[C@H]1CC[C@@H](C(=O)N(C)C)CC1
CHEMBL4573129,19892.43,4.7,91,O=C(O)c1cc2c3c(c1)C1C=CCC1C(c1ccccc1Cl)N3CC1CC=CC21
CHEMBL4575386,8.0,8.1,42,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1-c1ccc(=O)n(C)c1
CHEMBL4575645,15.0,7.82,241,CCN(C)C(=O)[C@H]1CC[C@@H](c2ccc3nc(C)nc(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)c3c2)CC1
CHEMBL4579517,37.0,7.43,742,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccn(CC(=O)N(C)C)c(=O)c3)ccc2n1
CHEMBL4579770,5.0,8.3,111,COCC(=O)N1CCC(O)(c2cc3c(N[C@H](C)c4cccc(C(F)(F)F)c4)nc(C)nc3cc2OC)CC1
CHEMBL4582002,38.0,7.42,630,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc([C@H]3CC[C@H](C(=O)N(C)C4COC4)CC3)ccc2n1
CHEMBL4582516,3.0,8.52,121,COCC(=O)N1CCC(c2cc3c(N[C@H](C)c4cc(N)cc(C(F)(F)F)c4)nc(C)nc3cc2OC)CC1
CHEMBL4582622,8.0,8.1,286,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N4CCOCC4)CC3)ccc2n1
CHEMBL4583121,35.0,7.46,546,Cc1nc(N[C@H](C)c2cccc(C(F)(F)F)c2)c2cc(-c3ccc(=O)n(CC(=O)O)c3)ccc2n1
CHEMBL4583324,10.0,8.0,160,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2)c2cc([C@H]3CC[C@@H](C(=O)N(C)C)CC3)ccc2n1
CHEMBL4583745,43.0,7.37,469,Cc1cccc([C@@H](C)Nc2nc(C)nc3ccc(C4CCOCC4)cc23)c1
CHEMBL4584280,2.0,8.7,266,COCCN1CCN(C(=O)[C@H]2CC[C@H](c3cc4c(N[C@H](C)c5cc(N)cc(C(F)(F)F)c5F)nc(C)nc4cc3OC)CC2)CC1
CHEMBL4584919,7.0,8.15,459,Cc1nc(N[C@H](C)c2cc(N)cc(C(F)(F)F)c2F)c2cc(C3CCS(=O)(=O)CC3)ccc2n1
